Year_Birth;Education;Marital_Status;Estimated_Income;Kid_home;Teen_home;Registration_date;Recency;Exist_Complain;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumWebPurchases;NumCatalogPurchases;NumStorePurchases
1981;2n Cycle;Married;51111;1;1;19.06.2022;83;0;22;0;19;6;5;3;2;0;3
1972;PhD;Single;86857;0;0;12.09.2020;96;0;899;102;838;133;102;40;5;6;10
1970;PhD;Together;82072;0;0;02.07.2021;67;0;889;55;685;168;92;129;3;2;13
1953;PhD;Single;46231;2;1;26.11.2020;87;0;189;2;55;0;5;12;6;1;4
1959;Graduation;Married;42243;1;1;11.12.2021;34;0;48;0;2;0;0;5;2;0;3
1962;Graduation;Together;51195;1;1;01.04.2021;46;0;230;14;156;82;24;58;9;2;5
1978;Master;Single;68092;0;0;16.12.2021;7;0;852;60;207;78;36;48;2;6;10
1973;Graduation;Married;31814;1;0;09.02.2021;73;0;35;3;20;4;1;20;2;0;3
1965;Master;Widow;51390;1;1;08.09.2020;54;0;205;20;47;23;2;56;5;2;5
1983;Graduation;Married;76630;0;0;14.01.2022;93;0;255;31;446;40;56;175;3;10;11
1991;Basic;Single;26868;1;0;30.04.2022;52;0;0;0;1;8;3;2;1;0;2
1943;PhD;Divorced;48948;0;0;01.02.2021;53;0;437;8;206;160;49;42;7;10;5
1972;PhD;Single;55260;0;1;12.12.2020;81;0;825;8;53;11;0;242;8;10;5
1956;Graduation;Together;64090;0;1;07.08.2021;8;0;316;58;161;76;51;135;6;9;4
1958;Graduation;Divorced;78331;0;1;23.01.2022;97;0;756;138;354;160;169;61;10;6;7
1974;PhD;Married;37087;1;0;11.08.2021;50;0;194;55;134;15;0;3;4;2;8
1986;Graduation;Divorced;21846;1;0;22.10.2021;38;0;7;17;18;6;10;26;4;0;3
1958;Graduation;Married;81320;0;0;06.02.2021;61;0;183;33;493;59;103;57;4;3;10
1970;Graduation;Divorced;54137;0;1;16.08.2021;46;0;171;0;11;0;1;20;4;1;4
1967;Graduation;Together;66825;0;0;14.07.2021;73;0;243;101;405;29;40;40;4;5;6
1973;Graduation;Together;57100;0;0;04.12.2021;19;0;181;21;69;39;3;96;3;3;6
1969;Graduation;Together;58917;1;2;24.03.2021;10;0;151;7;89;0;7;28;4;1;6
1977;Graduation;Single;85072;0;0;09.04.2022;94;0;494;92;391;194;11;241;3;4;10
1961;Graduation;Single;86429;0;0;21.11.2021;10;0;464;28;873;29;18;37;7;4;7
1971;Graduation;Widow;45684;1;0;02.12.2021;37;0;5;1;5;10;0;7;1;0;2
1974;Graduation;Together;47889;1;0;04.01.2022;94;0;29;0;29;0;5;4;2;0;3
1986;PhD;Married;45921;0;0;10.03.2022;23;0;102;9;49;24;3;12;2;1;6
1966;PhD;Single;78420;0;0;29.06.2021;75;0;604;28;674;91;28;28;3;10;8
1992;Graduation;Together;75114;0;0;07.11.2021;40;0;571;12;523;63;60;24;3;10;5
1963;PhD;Widow;52278;0;1;25.01.2021;24;0;953;0;71;0;0;174;10;5;10
1972;Master;Married;35641;1;0;14.07.2021;11;0;63;3;67;8;9;28;3;1;4
1994;Graduation;Single;95529;0;0;03.12.2020;29;0;770;29;890;250;27;24;7;3;7
1954;Graduation;Married;62820;0;0;11.05.2021;51;0;398;61;265;138;61;53;3;4;6
1960;Master;Together;73113;0;0;26.12.2021;86;0;741;19;154;50;9;28;3;4;7
1982;PhD;Married;84169;0;0;07.08.2021;9;0;1478;19;403;0;19;0;7;6;6
1954;2n Cycle;Single;42607;0;1;17.11.2021;30;0;156;29;56;30;32;47;3;2;7
1954;PhD;Single;74637;0;0;18.05.2021;73;0;960;64;464;146;0;16;6;9;9
1955;PhD;Together;46015;1;1;13.04.2022;25;0;38;0;2;0;0;6;1;0;3
1993;Graduation;Single;72354;0;0;17.04.2021;67;0;315;26;473;220;12;182;2;10;6
1969;Master;Single;39858;1;0;24.01.2021;67;0;15;20;25;2;7;26;2;0;4
1948;PhD;Married;34469;1;1;04.05.2022;58;0;19;6;20;0;5;12;1;1;4
1986;Graduation;Together;83033;1;0;18.05.2022;82;0;812;99;431;237;149;33;11;4;10
1979;Master;Together;24401;0;0;31.08.2020;98;0;73;28;217;10;24;115;6;1;6
1978;Graduation;Married;77583;0;0;10.02.2022;93;0;372;23;384;250;12;108;4;5;9
1982;2n Cycle;Single;74116;0;0;30.12.2021;53;0;871;111;704;145;55;166;4;4;10
1993;Graduation;Single;74293;0;0;04.05.2022;66;0;375;152;335;93;91;81;5;4;6
1976;PhD;Married;68397;0;1;17.11.2021;6;0;760;80;466;17;13;80;6;9;5
1974;PhD;Together;79632;0;0;08.04.2022;42;0;471;0;510;99;21;12;6;4;9
1989;Graduation;Single;46107;1;0;10.02.2022;78;0;31;9;27;16;9;33;1;1;4
1951;PhD;Single;64950;0;1;12.08.2020;29;0;819;0;72;12;0;63;11;2;10
1989;Basic;Married;25443;1;0;22.12.2020;82;0;1;4;3;8;9;7;1;0;3
1952;Graduation;Single;75127;0;0;22.05.2022;92;0;203;35;305;46;17;227;2;11;5
1971;PhD;Together;32892;1;0;25.05.2022;78;0;26;0;15;2;1;2;3;0;3
1971;Graduation;Together;71796;0;0;24.10.2021;54;0;354;21;311;167;75;32;9;3;4
1970;PhD;Married;67536;0;1;22.05.2021;45;0;1253;0;447;23;71;35;11;5;11
1971;Graduation;Single;55239;0;1;14.07.2021;59;0;371;17;238;23;24;106;7;5;11
1975;PhD;Divorced;60554;1;0;09.08.2021;8;0;588;7;76;110;15;15;8;4;9
1952;2n Cycle;Single;64831;1;1;10.06.2021;51;0;480;86;249;75;86;144;6;3;5
1962;PhD;Together;56067;0;1;20.07.2021;51;0;517;12;54;16;6;120;7;4;7
1983;Graduation;Divorced;82025;0;0;28.05.2021;76;0;267;98;606;48;70;98;3;2;6
1953;Graduation;Together;94384;0;0;04.03.2021;62;0;1111;24;790;160;45;172;5;8;5
1986;Basic;Single;14906;0;0;22.12.2020;86;0;7;7;14;7;16;15;2;1;3
1987;PhD;Married;51563;0;0;01.10.2020;60;0;1166;0;48;0;0;36;4;4;10
1982;2n Cycle;Married;57937;0;1;16.02.2022;56;0;261;42;144;55;48;133;4;4;9
1979;Graduation;Divorced;68274;1;1;30.09.2021;83;0;135;25;51;23;25;46;4;2;5
1977;Graduation;Together;39771;1;0;06.12.2021;92;0;6;2;18;2;8;14;2;0;3
1975;2n Cycle;Divorced;67893;0;1;01.10.2020;31;0;711;28;142;49;18;47;3;2;9
1979;PhD;Together;27922;1;0;10.05.2022;80;0;11;0;13;2;4;11;2;0;3
1976;PhD;Together;52190;1;1;08.05.2022;39;0;42;0;17;0;0;18;2;1;3
1973;Master;Divorced;44051;1;1;29.01.2021;20;0;79;7;58;6;3;18;3;1;4
1971;PhD;Single;42767;2;0;11.05.2021;53;0;20;6;43;19;5;38;3;1;2
1976;Master;Together;46106;1;1;11.05.2022;84;0;30;0;8;2;0;14;1;1;2
1976;PhD;Married;16927;1;1;10.02.2021;50;0;20;2;23;3;1;4;3;0;4
1965;Graduation;Married;59754;0;1;01.12.2020;96;0;115;27;44;4;146;139;5;2;6
1952;Graduation;Single;53700;0;1;17.08.2020;94;0;263;5;233;69;41;83;5;5;8
1973;Graduation;Married;59041;1;1;07.05.2022;25;0;69;2;15;2;2;6;2;0;4
1957;PhD;Divorced;54237;0;1;27.04.2021;48;0;267;3;30;4;0;57;5;2;5
1967;Graduation;Divorced;70647;0;1;21.09.2020;65;0;561;85;171;25;123;114;4;7;13
1962;PhD;Single;52597;0;1;07.05.2022;69;0;492;0;37;7;0;42;6;3;8
1969;Master;Together;41021;1;0;30.12.2020;12;0;14;7;9;6;16;12;2;0;3
1975;PhD;Married;40233;0;1;14.10.2021;84;0;80;4;46;0;17;2;2;1;5
1980;Graduation;Married;50183;1;1;25.06.2022;47;0;97;12;84;13;10;15;3;1;6
1959;Graduation;Together;54753;0;1;12.09.2021;87;0;197;107;227;7;59;131;5;2;11
1973;Graduation;Married;92955;0;0;19.08.2021;35;0;693;21;925;31;24;84;6;7;9
1973;Graduation;Married;33471;1;0;12.10.2020;47;0;43;2;27;0;9;12;3;0;4
1974;PhD;Married;34596;1;0;13.04.2021;48;0;14;0;2;0;0;7;1;0;2
1980;Graduation;Together;44010;1;0;13.10.2020;46;0;186;36;234;86;72;48;10;2;6
1988;Graduation;Married;84219;0;0;02.02.2022;27;0;434;137;400;45;137;45;3;4;10
1968;PhD;Together;40706;2;1;17.01.2021;37;0;59;0;11;4;2;5;3;0;4
1988;2n Cycle;Married;15716;1;0;12.11.2020;8;1;16;5;30;8;7;26;3;0;4
1959;2n Cycle;Divorced;59052;0;1;17.11.2021;29;0;230;35;75;63;57;31;7;1;7
1971;Master;Together;80573;0;0;14.10.2020;85;0;829;138;430;60;92;15;4;6;13
1962;Graduation;Married;83715;0;0;03.02.2022;2;0;318;8;407;150;35;8;2;8;13
1959;Master;Together;82576;0;0;01.08.2020;66;0;1206;55;445;168;18;18;2;4;12
1965;Master;Married;56962;2;1;11.10.2021;60;0;292;3;77;10;3;26;6;3;5
1952;Graduation;Married;35704;1;1;03.01.2022;54;0;30;9;12;2;11;30;2;0;4
1954;Graduation;Together;53103;0;1;12.09.2021;70;0;729;17;133;11;0;195;10;6;7
1960;2n Cycle;Widow;46779;1;1;12.07.2021;55;0;12;1;3;0;0;7;0;1;2
1965;Graduation;Divorced;4861;0;0;22.06.2022;20;0;2;1;1;1;0;1;0;0;0
1979;Master;Divorced;33462;1;0;07.08.2021;78;0;22;3;18;0;0;11;2;0;3
1978;Graduation;Divorced;63693;0;1;14.10.2021;63;0;587;43;337;42;87;54;11;6;9
1950;Graduation;Married;80763;0;0;15.08.2021;17;0;674;168;108;192;42;231;5;11;6
1974;PhD;Married;65352;0;1;21.08.2021;43;0;284;3;84;4;7;23;4;2;8
1978;PhD;Married;82170;0;0;25.11.2021;13;0;1023;93;651;49;55;37;5;6;7
1969;Graduation;Married;75759;0;0;25.10.2021;46;0;1394;22;708;89;91;182;9;7;9
1976;2n Cycle;Single;79689;0;0;12.05.2021;65;0;311;26;640;180;37;121;4;9;13
1956;PhD;Widow;35340;1;1;29.06.2022;1;0;27;0;12;0;1;5;2;0;3
1954;Graduation;Divorced;85683;0;0;21.03.2022;6;0;1296;17;311;45;69;51;2;4;10
1972;2n Cycle;Married;24884;1;0;29.11.2020;32;0;3;6;7;0;0;3;0;0;3
1981;Master;Together;42021;1;0;31.08.2020;34;0;393;5;136;7;5;27;10;1;6
1989;Graduation;Single;64449;1;0;18.02.2022;70;0;218;63;282;137;35;70;5;3;12
1954;Graduation;Divorced;64587;1;1;22.06.2022;49;0;66;0;16;0;6;20;1;1;4
1995;Graduation;Single;34824;0;0;26.03.2022;65;0;4;2;11;2;0;4;1;0;2
1978;Graduation;Together;75437;0;0;09.11.2021;25;0;795;0;545;95;58;0;8;4;10
1957;Graduation;Together;26091;1;1;25.02.2022;84;0;15;10;19;8;17;20;2;1;3
1973;Graduation;Married;52845;1;0;13.08.2021;7;0;384;25;292;130;41;64;8;8;6
1956;Graduation;Divorced;46086;0;1;03.11.2021;34;0;244;8;32;7;2;50;3;1;8
1956;PhD;Widow;78028;0;1;10.09.2020;38;0;158;19;288;25;0;38;6;4;9
1987;PhD;Single;95169;0;0;09.10.2021;1;0;1285;21;449;106;20;20;4;3;4
1981;2n Cycle;Married;56337;1;1;27.03.2021;25;0;349;16;144;28;5;182;8;5;4
1987;Graduation;Together;22434;1;0;13.02.2021;25;0;4;12;11;3;13;15;2;0;3
1954;PhD;Married;36930;0;1;17.05.2021;50;0;223;2;31;0;2;39;5;2;4
1954;Graduation;Single;36130;0;1;02.02.2021;46;0;157;43;127;68;56;37;3;8;4
1953;Master;Married;65569;0;1;05.11.2020;96;0;397;46;288;20;38;70;6;5;10
1952;Graduation;Together;83844;0;0;12.05.2021;57;0;901;31;345;75;31;191;4;4;11
1968;Graduation;Married;19514;1;1;26.01.2022;47;0;14;3;21;2;1;28;3;1;2
1963;PhD;Single;36736;1;1;10.05.2021;52;0;10;0;3;0;0;4;1;0;2
1979;Graduation;Together;77568;0;1;25.08.2020;30;0;1230;0;396;232;178;158;10;2;8
1976;PhD;Together;49187;0;1;11.01.2022;63;0;81;1;31;2;1;0;1;1;5
1978;Graduation;Single;30168;1;0;07.03.2021;51;0;154;20;66;0;12;27;6;1;4
1968;Master;Together;34053;0;1;10.09.2020;14;0;63;0;21;7;0;12;3;0;3
1971;Master;Married;38196;1;1;18.04.2022;20;0;30;0;11;0;0;3;2;0;4
1951;Master;Married;59412;0;0;19.04.2022;56;0;90;67;165;30;43;11;4;2;8
1965;2n Cycle;Married;70924;0;0;07.04.2022;41;0;635;114;254;132;152;76;6;6;7
1969;Graduation;Together;54165;0;0;28.05.2021;72;0;127;4;73;15;6;11;2;1;7
1973;Graduation;Married;32300;1;0;03.01.2021;1;0;13;3;6;6;5;6;1;0;3
1976;Graduation;Single;20180;0;0;20.02.2021;27;0;18;42;24;15;20;18;2;1;4
1973;Graduation;Married;34961;1;0;19.06.2022;77;0;45;2;26;4;1;1;3;1;3
1974;PhD;Together;28440;1;0;07.07.2021;87;0;38;1;24;0;0;0;2;0;3
1953;PhD;Together;64504;1;2;04.03.2021;81;0;986;36;168;16;0;108;11;3;4
1966;Master;Together;33564;0;1;24.06.2022;51;0;61;0;3;0;0;7;1;1;3
1978;Graduation;Married;17345;1;0;03.11.2020;79;0;4;9;16;17;0;12;2;1;2
1967;PhD;Married;56320;0;1;08.04.2021;11;0;201;53;172;116;77;83;5;4;9
1978;Graduation;Single;28647;1;0;21.08.2021;54;0;19;8;29;0;12;26;2;2;2
1987;Basic;Single;15038;1;0;29.01.2021;93;0;4;8;11;19;12;26;2;1;2
1958;PhD;Divorced;32173;0;1;01.08.2021;0;0;18;0;2;0;0;2;1;0;3
1964;2n Cycle;Together;68316;0;1;04.11.2020;54;0;806;80;161;120;11;33;10;7;10
1971;Graduation;Together;74538;0;0;29.06.2021;21;0;380;98;733;110;112;28;8;8;5
1971;Graduation;Single;91700;0;0;17.01.2021;58;0;576;172;961;125;115;19;8;6;5
1969;Graduation;Together;68695;0;0;25.06.2022;3;0;458;81;356;106;50;40;4;4;7
1977;2n Cycle;Married;31056;1;0;22.01.2021;99;0;5;10;13;3;8;16;1;0;3
1973;Graduation;Married;79593;0;0;12.05.2022;70;0;350;60;568;110;133;145;5;6;7
1980;Graduation;Single;28071;0;0;29.08.2020;65;0;39;33;130;41;26;44;5;1;5
1958;PhD;Together;37334;1;1;26.02.2022;44;0;26;1;16;2;2;15;3;0;4
1972;Master;Single;46423;1;1;18.09.2021;6;0;68;0;16;0;0;8;2;0;4
1971;PhD;Married;37126;1;0;30.03.2022;9;0;45;3;9;4;4;7;1;2;2
1953;Graduation;Married;47703;0;1;29.05.2021;95;0;359;0;134;13;26;123;6;3;8
1959;Graduation;Married;61180;0;1;23.04.2022;70;0;403;24;29;6;24;218;5;5;6
1954;Graduation;Married;38998;1;1;03.11.2020;92;1;34;1;14;0;0;5;2;0;3
1991;Graduation;Single;8028;0;0;18.09.2020;62;0;73;18;66;7;12;2;0;1;0
1962;Graduation;Together;76081;0;0;23.05.2022;85;0;292;30;415;63;33;200;4;5;4
1986;Graduation;Together;34728;1;0;30.07.2021;2;0;14;0;16;0;0;6;1;1;2
1965;Master;Single;33168;0;1;13.10.2020;0;0;80;1;37;0;1;3;2;1;4
1966;Master;Married;33585;0;1;25.09.2021;91;0;30;11;33;13;6;29;2;0;4
1960;PhD;Married;77037;0;1;13.10.2021;3;0;463;96;333;168;53;10;7;7;12
1984;Graduation;Together;35196;1;0;13.11.2020;68;0;75;12;141;43;39;187;6;1;5
1966;Graduation;Married;44529;0;1;05.07.2021;98;0;538;13;91;17;6;26;6;2;11
1965;2n Cycle;Married;70924;0;0;07.04.2022;41;0;635;114;254;132;152;76;6;6;7
1966;PhD;Together;28764;1;1;05.06.2022;16;0;8;0;3;0;0;1;1;0;2
1949;PhD;Married;69098;0;0;16.02.2021;82;0;1315;22;780;145;0;178;7;8;9
1970;2n Cycle;Divorced;25959;1;1;14.02.2021;1;0;4;2;12;7;5;26;1;2;2
1983;Master;Married;27100;1;0;05.04.2021;64;0;12;0;13;2;0;10;1;0;3
1985;Graduation;Single;70596;0;0;05.10.2020;68;0;347;44;534;17;0;26;3;5;12
1974;Graduation;Married;42557;0;1;29.08.2020;98;0;192;5;53;0;5;15;6;1;4
1951;PhD;Married;53312;0;0;09.08.2021;32;0;241;0;12;0;0;25;5;1;5
1952;Graduation;Single;72228;0;0;27.11.2020;87;0;631;28;491;30;14;56;6;7;8
1987;Graduation;Together;67605;0;0;31.03.2021;84;0;336;28;282;184;54;54;2;8;6
1949;Master;Married;62845;1;1;01.10.2020;3;0;1099;0;45;0;0;34;3;4;10
1958;Graduation;Together;65196;0;2;25.07.2021;34;0;743;19;181;12;0;200;7;6;11
1987;PhD;Single;42000;0;0;10.01.2021;23;0;124;83;267;85;59;35;5;2;11
1973;PhD;Divorced;35860;1;1;19.05.2022;37;0;15;0;8;4;2;20;1;1;2
1964;PhD;Married;65526;0;1;11.04.2022;22;0;397;19;69;12;0;9;4;4;8
1961;Graduation;Married;16860;1;1;12.09.2020;19;0;10;4;4;3;3;14;1;1;3
1992;Graduation;Single;83528;0;0;01.05.2022;7;0;530;117;678;134;44;147;4;10;8
1965;2n Cycle;Divorced;64176;0;1;03.08.2020;52;0;1215;33;249;64;116;149;8;9;8
1956;Graduation;Divorced;22304;0;0;04.08.2020;91;0;3;2;7;0;4;2;1;0;2
1978;Graduation;Married;67023;0;0;04.03.2022;93;1;444;44;382;11;8;17;3;7;13
1971;PhD;Together;32892;1;0;25.05.2022;78;0;26;0;15;2;1;2;3;0;3
1966;Graduation;Together;70713;0;1;03.12.2020;23;0;736;114;279;82;76;190;5;6;8
1955;Graduation;Together;59925;0;1;30.11.2020;83;0;473;21;176;19;21;56;9;2;9
1953;Graduation;Married;39722;0;1;24.02.2022;92;0;32;0;5;2;0;8;2;0;3
1958;Graduation;Together;46610;0;0;18.07.2021;4;0;288;10;30;4;10;125;6;1;6
1961;Graduation;Together;88347;0;0;03.07.2021;32;0;1050;178;555;77;138;118;4;7;9
1981;PhD;Married;87171;0;0;01.05.2021;27;0;1001;44;107;58;44;44;6;7;11
1976;2n Cycle;Together;26907;1;1;20.08.2021;10;0;9;1;7;0;3;2;1;0;3
1968;Master;Single;50014;1;0;22.01.2022;9;0;234;14;77;19;10;42;4;1;8
1978;PhD;Married;41014;1;0;22.04.2021;65;0;7;2;6;2;0;3;1;0;2
1965;Graduation;Single;66294;0;0;17.03.2022;68;0;251;108;334;65;92;117;4;3;5
1971;Graduation;Married;36715;1;0;17.11.2020;16;0;172;10;125;21;13;16;7;2;4
1956;Graduation;Married;79456;0;0;22.08.2020;12;0;565;42;548;64;83;99;5;6;4
1982;Graduation;Together;40479;1;0;17.08.2021;95;0;5;0;8;2;0;0;0;0;3
1970;Master;Single;75345;0;0;02.02.2021;16;0;918;57;842;99;38;133;5;8;6
1977;Graduation;Married;54233;0;1;04.02.2021;46;0;652;8;158;21;0;142;11;6;5
1970;Graduation;Single;24163;1;1;12.10.2021;3;0;4;1;7;2;1;2;1;0;3
1958;PhD;Together;84460;0;0;04.01.2021;80;0;152;27;103;106;54;81;9;9;4
1983;Graduation;Together;43776;1;0;03.05.2022;77;0;8;0;9;2;1;3;1;0;2
1958;PhD;Single;71691;0;0;17.03.2022;0;0;336;130;411;240;32;43;4;7;5
1973;PhD;Married;85844;0;0;29.05.2022;62;0;938;19;843;25;95;38;6;6;7
1974;PhD;Single;39190;1;0;26.04.2022;91;0;68;8;18;19;8;12;2;1;4
1959;Graduation;Together;71367;0;0;23.08.2021;24;0;227;23;389;42;21;75;4;5;7
1972;PhD;Single;38578;1;1;22.06.2021;2;0;38;4;22;3;3;3;3;0;3
1965;PhD;Married;57236;1;1;12.03.2022;22;0;105;0;9;2;1;4;2;1;4
1979;Graduation;Single;61825;0;1;07.08.2021;56;0;162;50;100;55;30;27;4;2;8
1958;Graduation;Divorced;79803;0;1;02.06.2022;54;0;574;8;216;21;16;33;4;3;5
1986;2n Cycle;Single;80910;0;0;31.10.2020;71;0;160;80;369;67;39;41;3;3;8
1982;Master;Together;27590;1;0;23.04.2021;38;0;6;0;5;0;0;1;1;0;2
1979;Graduation;Married;56775;0;1;02.01.2021;62;0;614;35;160;58;35;35;5;8;10
1975;Graduation;Divorced;83829;0;0;08.10.2021;78;0;897;161;430;186;161;27;4;7;6
1979;2n Cycle;Married;54210;0;1;20.05.2021;18;0;70;54;109;80;9;45;4;1;7
1986;Graduation;Married;38508;1;0;02.08.2021;95;0;120;19;206;25;19;54;7;2;5
1970;Graduation;Together;53187;1;0;26.10.2021;66;0;211;2;30;7;7;10;4;1;6
1972;Graduation;Married;30023;1;0;24.03.2022;28;0;11;0;16;7;6;21;2;0;3
1960;PhD;Single;76045;0;0;15.11.2021;78;0;760;53;400;17;93;0;4;5;11
1952;PhD;Married;50870;0;1;19.06.2022;13;0;53;0;8;0;0;2;2;0;3
1970;2n Cycle;Married;15315;0;0;03.08.2021;27;0;7;4;13;15;8;17;2;0;4
1974;2n Cycle;Married;65463;1;0;30.01.2022;17;0;391;32;70;21;32;16;6;2;9
1965;Graduation;Married;66480;1;1;31.05.2022;71;0;199;9;57;20;21;6;4;1;7
1954;Graduation;Divorced;76773;0;0;25.02.2021;79;0;516;56;449;86;33;16;2;2;11
1983;2n Cycle;Single;81698;0;0;01.03.2021;1;0;709;45;115;30;160;45;8;2;5
1973;PhD;Single;54466;1;1;09.02.2022;78;0;12;0;4;0;0;0;1;0;2
1960;Master;Single;98777;0;0;17.02.2022;23;0;1000;19;711;125;115;38;4;6;9
1984;PhD;Single;16269;1;0;30.08.2021;75;0;19;3;18;3;1;0;3;0;3
1971;Graduation;Together;71819;0;1;28.08.2021;70;0;1224;28;140;0;14;168;3;3;5
1983;PhD;Married;33569;1;0;16.10.2021;10;0;16;2;18;3;0;24;1;1;2
1983;Master;Married;36262;0;0;20.09.2021;24;0;88;39;54;64;28;153;3;5;3
1966;Basic;Together;22634;0;0;16.01.2021;47;0;2;23;11;8;6;46;2;1;2
1978;2n Cycle;Married;47025;0;1;12.09.2021;98;0;508;11;59;23;5;29;11;1;6
1968;Graduation;Single;70566;0;1;06.10.2021;4;0;381;28;215;84;28;21;6;5;9
1979;PhD;Married;31605;1;0;22.11.2020;15;0;74;0;42;2;1;6;2;1;4
1973;Master;Divorced;52034;1;1;17.05.2021;67;0;146;0;93;7;13;73;4;2;5
1979;Graduation;Single;48526;1;0;24.12.2021;32;0;23;17;23;43;20;9;2;1;4
1954;Graduation;Married;46734;0;1;18.11.2020;40;0;110;5;137;26;23;29;6;1;5
1962;Graduation;Divorced;39552;1;1;18.12.2020;54;0;165;3;147;4;24;41;6;2;5
1966;Graduation;Single;86358;1;1;08.08.2020;78;0;957;47;494;82;47;95;5;3;6
1977;Graduation;Together;46931;2;1;24.04.2022;94;0;41;0;17;3;1;16;1;1;3
1985;Basic;Single;16581;0;0;12.01.2021;51;0;1;3;4;2;3;11;0;0;3
1952;2n Cycle;Divorced;63998;0;0;20.12.2021;42;0;176;29;818;0;33;112;7;6;11
1951;Master;Married;67381;0;1;15.01.2021;67;0;815;8;53;11;0;70;2;2;9
1967;Graduation;Single;25930;1;1;10.10.2021;87;0;6;1;2;2;0;4;1;0;2
1978;Graduation;Married;42693;1;0;07.06.2022;29;0;8;4;20;6;3;16;1;0;3
1976;Graduation;Together;85606;0;1;12.11.2020;89;0;717;42;864;219;30;84;6;7;9
1985;Graduation;Single;72903;0;0;29.10.2021;74;0;1067;138;750;0;19;39;7;5;8
1974;2n Cycle;Together;49669;1;0;24.05.2022;97;0;166;5;107;11;8;29;5;1;6
1968;PhD;Married;36778;1;1;05.08.2020;63;0;29;4;34;2;4;4;3;0;3
1962;PhD;Divorced;85696;0;0;03.05.2021;88;0;714;76;395;116;0;12;4;6;9
1989;Master;Divorced;10979;0;0;22.05.2022;34;0;8;4;10;2;2;4;3;0;3
1961;Graduation;Married;49678;0;1;02.02.2021;81;0;229;5;56;3;2;20;6;2;4
1953;Master;Together;56129;0;1;20.06.2021;65;0;320;48;133;39;72;48;6;2;10
1989;Graduation;Married;37155;1;0;31.01.2021;51;0;23;0;26;7;15;3;2;0;4
1978;2n Cycle;Divorced;21282;1;0;11.05.2022;76;0;1;5;8;4;8;20;2;1;2
1962;PhD;Single;33419;0;1;17.08.2021;76;0;56;0;12;0;0;18;2;0;4
1945;Graduation;Widow;63285;0;0;05.11.2021;84;0;508;124;249;50;38;134;6;5;13
1974;Master;Together;21255;1;0;21.01.2022;56;0;29;0;25;2;2;3;2;1;4
1981;Graduation;Together;42162;1;0;19.11.2021;31;0;46;7;59;2;4;27;3;1;3
1956;Graduation;Together;54450;1;1;14.09.2020;0;0;454;0;171;8;19;32;9;2;8
1954;PhD;Married;57744;0;1;12.11.2021;91;0;350;3;39;0;0;19;9;1;4
1986;Graduation;Single;26576;1;0;13.10.2020;40;0;10;0;8;0;0;9;1;0;2
1943;PhD;Widow;57513;0;0;06.07.2021;59;0;735;40;183;52;20;30;9;3;13
1964;Graduation;Together;68142;0;1;29.08.2020;96;0;897;126;196;91;112;37;10;4;7
1979;Graduation;Married;7500;0;1;29.08.2020;61;0;5;2;3;3;0;5;1;0;2
1974;Graduation;Together;83145;0;0;22.09.2020;14;0;777;35;731;39;137;114;5;9;11
1960;Master;Married;54197;0;1;03.04.2022;16;0;162;6;37;6;13;13;1;3;6
1963;PhD;Single;23091;1;1;28.05.2022;98;0;35;0;11;0;0;2;2;1;3
1976;Graduation;Married;46049;1;1;21.07.2021;11;0;342;9;112;19;14;19;5;2;9
1974;Graduation;Together;56715;0;0;05.12.2020;52;0;258;105;239;237;172;9;7;3;4
1961;Graduation;Married;79410;0;0;29.05.2022;19;0;658;80;483;123;13;13;3;2;5
1951;Graduation;Married;57304;0;1;11.03.2021;61;0;356;80;329;138;17;106;7;6;10
1965;Graduation;Married;44375;0;1;23.03.2022;73;0;213;5;28;7;7;41;4;1;6
1956;Graduation;Together;54450;1;1;14.09.2020;0;0;454;0;171;8;19;32;9;2;8
1965;Graduation;Married;59594;0;1;20.10.2020;74;0;457;4;29;0;0;9;8;1;7
1994;Graduation;Together;80685;0;0;22.08.2020;55;0;241;45;604;34;26;54;6;4;10
1974;PhD;Married;40344;0;1;13.10.2021;48;0;210;0;6;0;0;2;4;1;5
1972;Graduation;Married;62710;0;1;23.05.2021;53;0;441;35;83;7;29;11;4;2;12
1968;2n Cycle;Married;48985;0;1;05.07.2021;13;0;19;13;18;10;7;8;1;1;3
1968;Graduation;Together;35322;1;2;22.08.2020;34;0;28;9;37;12;7;13;2;0;4
1948;Graduation;Married;77142;0;0;29.05.2021;54;0;476;75;162;29;151;97;4;4;8
1969;Graduation;Single;81657;0;0;22.01.2022;69;0;364;40;425;158;60;50;3;4;8
1996;Basic;Married;14421;0;0;17.02.2022;81;0;0;0;2;3;3;8;1;0;2
1974;2n Cycle;Married;20130;0;0;17.03.2022;99;0;0;6;3;7;6;12;1;0;3
1990;PhD;Married;74214;0;0;26.08.2020;3;0;863;83;547;86;99;33;8;2;5
1957;Master;Married;66726;1;1;12.01.2022;61;0;349;7;35;0;0;47;8;2;4
1979;Basic;Together;23724;1;0;08.01.2021;65;0;5;23;15;0;18;14;2;0;3
1960;Master;Married;47353;0;1;13.11.2021;93;0;184;2;19;8;8;4;2;2;6
1952;Master;Married;33444;1;1;03.11.2020;24;0;8;0;8;0;0;2;1;0;2
1981;Graduation;Married;54386;0;1;17.05.2021;8;0;277;21;64;62;21;25;3;2;10
